company_name,date_certified,industry,industry_category,country,state,city,sector,size,website       
Voyelle,2022-11-12T08:16:52.989Z,Web portals,"Information, communication & technology",France,Brittany,Cesson Sévigné,Service with Minor Environmental Footprint,10-49,www.voyelle.fr
EcoSystems,2023-01-05T22:26:15.16Z,Other renewable energy installation,Energy,United States,Florida,Miami,Service with Significant Environmental Footprint,50-249,www.ecosystems.com
New Seasons Market,2021-06-21T18:24:47.912Z,Food products,Retail,United States,Oregon,Portland,Wholesale/Retail,1000+,www.newseasonsmarket.com
Green Media Lab Srl SB,2022-09-19T08:23:17.143Z,Other info service activities,"Information, communication & technology",Italy,Milano,Milano,Service with Minor Environmental Footprint,10-49,greenmedialab.com
Stoller Family Estate,2022-05-18T19:53:30.435Z,Agricultural Processing,"Agriculture, forestry & fishing",United States,Oregon,Dayton,Agriculture/Growers,50-249,www.stollerfamilyestate.com
Animal Experience International,2020-08-07T13:40:57.28Z,Travel agency & related,Administrative & support services,Canada,Ontario,Barrie,Service with Minor Environmental Footprint,0,www.animalexperienceinternational.com/
Freerange Future,2021-12-20T03:22:08.931Z,Advertising & market research,Professional & technical services,Australia,South Australia,Adelaide,Service with Minor Environmental Footprint,1-9,freerangefuture.com
Olivia Saladas,2019-01-28T00:00:00Z,Restaurants & food service,Accommodation & food service,Brazil,Rio de Janeiro,rio de janeiro,Service with Significant Environmental Footprint,10-49,oliviasaladas.com.br
SPYGEN,2021-07-15T07:19:15.206Z,Scientific R&D,Professional & technical services,France,Rhone-Alpes,Le Bourget-du-Lac,Service with Minor Environmental Footprint,10-49,www.spygen.com
Firsthand Foods,2022-06-12T23:44:53.033Z,Food products,Wholesale,United States,North Carolina,Durham,Wholesale/Retail,1-9,www.firsthandfoods.com
"Craftsman Technology Group, LLC",2023-02-01T10:09:30.552Z,"Other professional, scientific & tech",Professional & technical services,United States,Massachusetts,Boston,Service with Minor Environmental Footprint,10-49,craftsmantech.com
GRUPO CONSORCIO,2019-08-13T00:00:00Z,Agricultural Processing,"Agriculture, forestry & fishing",Spain,Cantabria,Santoña,Manufacturing,250-999,www.grupoconsorcio.com
Bridge Chile,2022-08-16T15:26:57.692Z,Education & training services,Education,Chile,Santiago Metropolitan Region,Las Condes,Service with Minor Environmental Footprint,10-49,bridgeenglish.com
Dimensions in Occupational Health and Safety,2022-05-18T17:36:03.345Z,Other human health,Human health & social work,United States,North Carolina,Raleigh,Service with Minor Environmental Footprint,1-9,www.dimensions-ohs.com
Recruit for Good,2023-01-30T10:06:06.231Z,"Other professional, scientific & tech",Professional & technical services,Australia,Victoria,Melbourne,Service with Minor Environmental Footprint,1-9,www.recruitforgood.com.au
Lombard Odier,2019-03-20T00:00:00Z,Investment advising,Financial & insurance activities,Switzerland,Canton of Geneva,Geneva,Service with Minor Environmental Footprint,1000+,www.lombardodier.com/home.html
Grupa ANG S.A.,2020-06-25T19:15:48.538Z,Mortgage advice & brokerage,Financial & insurance activities,Poland,Masovian Voivodeship,Warsaw,Service with Minor Environmental Footprint,250-999,www.grupaang.pl
Bike Club,2022-12-01T13:10:57.87Z,Sports goods,Retail,United Kingdom,London Borough of Southwark,London,Wholesale/Retail,50-249,bikeclub.com
Pensaer Desarollos,2020-12-21T13:05:43.547Z,Real estate development,"Real estate, design & building",Argentina,Santa Fe Province,Rosario,Service with Significant Environmental Footprint,1-9,www.pensaer.com.ar
HealthPost,2023-02-14T04:23:43.962Z,General retail via Internet,Retail,New Zealand,Tasman District,Collingwood,Wholesale/Retail,50-249,www.healthpost.co.nz
Step Beyond Strategy Pty Ltd,2022-09-19T11:38:36.424Z,Management  consultant - for-profits,Professional & technical services,Australia,Western Australia,Perth,Service with Minor Environmental Footprint,1-9,www.stepbeyond.com.au
EGO,2021-07-08T14:45:50.061Z,Web portals,"Information, communication & technology",Argentina,Autonomous City Of Buenos Aires,Ciudad Autónoma de Buenos Aires,Service with Minor Environmental Footprint,10-49,https://egodesign.io/
Avid4 Adventure,2020-02-28T19:51:46.361Z,Other recreation,"Arts, entertainment & recreation",United States,Colorado,Louisville,Service with Significant Environmental Footprint,50-249,www.avid4.com
Impact Square,2019-09-24T01:05:57.771Z,Other info service activities,"Information, communication & technology",South Korea,Seoul,Seoul,Service with Minor Environmental Footprint,10-49,www.impactsquare.com
VANITY COSMETICA S.r.l.,2022-09-23T09:40:09.908Z,Personal care products,Manufactured Goods,Italy,Province of Parma,San Polo di Torrile,Manufacturing,10-49,www.vanitycosmetica.it
SYSTEMIQ Ltd,2022-08-26T14:08:31.098Z,"Other professional, scientific & tech",Professional & technical services,United Kingdom,City of London,London,Service with Minor Environmental Footprint,250-999,systemiq.earth
Chandos Construction,2019-09-09T00:00:00Z,Contracting & building,"Real estate, design & building",Canada,Alberta,Edmonton,Wholesale/Retail,250-999,www.chandos.com
Klean Kanteen,2020-04-28T19:19:09.637Z,Sports goods,Wholesale,United States,California,Chico,Wholesale/Retail,50-249,www.kleankanteen.com
Telos Impact,2023-01-11T09:23:30.552Z,Investment advising,Financial & insurance activities,Belgium,Brussels-Capital Region,Bruxelles,Service with Minor Environmental Footprint,10-49,www.telosimpact.com
Circul8,2021-09-07T11:49:38.336Z,Other info service activities,"Information, communication & technology",Australia,New South Wales,Surry Hills,Service with Minor Environmental Footprint,10-49,www.circul8.com.au
Cafédirect PLC,2022-10-03T10:38:01.22Z,Beverages,Wholesale,United Kingdom,London Borough of Hackney,London,Wholesale/Retail,10-49,www.cafedirect.co.uk
Orium,2021-03-30T13:01:45.839Z,"Other professional, scientific & tech",Professional & technical services,Canada,Ontario,Toronto,Service with Minor Environmental Footprint,50-249,orium.com
eccountinc (Crosshill Associates Ltd),2021-11-29T10:24:29.948Z,Accounting & auditing,Professional & technical services,United Kingdom,Northern Ireland,Belfast,Service with Minor Environmental Footprint,0,www.eccountinc.com
Green Food Lab B.V.,2022-06-12T23:47:27.289Z,Advertising & market research,Professional & technical services,Netherlands The,Noord-Holland,Amsterdam,Service with Minor Environmental Footprint,10-49,greenfoodlab.nl
Better World Books,2022-09-30T16:15:28.49Z,Books or other media,Retail,United States,Indiana,Mishawaka,Wholesale/Retail,250-999,www.betterworldbooks.com
Generous Minds,2020-09-02T15:43:39.719Z,Management consultant - for-profits,Professional & technical services,Netherlands The,North Holland,Amsterdam,Service with Minor Environmental Footprint,0,www.generous-minds.com
"Rivanna Natural Designs, Inc.",2022-03-19T00:42:25.282Z,Wood & wood products,Manufactured Goods,United States,Virginia,Henrico,Manufacturing,1-9,www.rivannadesigns.com
SPDG,2022-06-12T14:16:40.768Z,Equity investing - Developed Markets,Financial & insurance activities,Belgium,Brussels-Capital Region,Brussels,Service with Minor Environmental Footprint,10-49,www.spdg.be
Power Parity S.A.,2021-05-17T14:57:41.289Z,Other financial services,Financial & insurance activities,Portugal,Lisbon,Lisbon,Service with Minor Environmental Footprint,10-49,goparity.com/en
"APEX Group Holdings, Inc.",2020-07-06T12:24:47.05Z,Facilities & cleaning services,Administrative & support services,United States,Texas,Grapevine,Service with Significant Environmental Footprint,50-249,www.goapexgroup.com
Micro Scooters Ltd,2022-09-23T13:42:32.72Z,Games & toys,Retail,United Kingdom,Essex,Colchester,Wholesale/Retail,10-49,https://www.micro-scooters.co.uk/
Moyee Coffee,2017-07-27T00:00:00Z,Agicultural support/post-harvest,"Agriculture, forestry & fishing",Netherlands The,North Holland,Amsterdam,Agriculture/Growers,10-49,www.moyeecoffee.com/en
YZ Paris,2022-07-15T07:02:00.298Z,Social networks & info sharing,"Information, communication & technology",France,Île-de-France,Paris,Service with Minor Environmental Footprint,10-49,www.yz-paris.com
"Pure Strategies, Inc.",2021-09-27T19:27:16.605Z,Environmental consulting,Professional & technical services,United States,Massachusetts,Gloucester,Service with Minor Environmental Footprint,1-9,www.purestrategies.com
AIGUASOL,2020-01-23T12:35:58.32Z,Other renewable energy installation,Energy,Spain,Catalonia,Barcelona,Service with Minor Environmental Footprint,10-49,www.aiguasol.coop
Paper Culture LLC,2022-10-18T18:24:50.074Z,Paper & paper products,Retail,United States,California,San Mateo,Wholesale/Retail,10-49,www.paperculture.com
UpDIG,2021-12-08T00:43:47.936Z,Food products,Manufactured Goods,United States,Colorado,Denver,Manufacturing,0,UpDIG.is
Huella Verde,2020-11-09T17:44:16.779Z,Facilities & cleaning services,Administrative & support services,Ecuador,Pichincha,Quito,Service with Significant Environmental Footprint,10-49,www.huellaverde.com.ec
Robson Laidler,2021-07-06T19:24:33.077Z,Accounting & auditing,Professional & technical services,United Kingdom,Tyne and Wear,Newcastle upon Tyne,Service with Minor Environmental Footprint,50-249,www.robson-laidler.co.uk
Placework,2022-03-30T17:36:14.677Z,Architecture design & planning,"Real estate, design & building",United States,New Hampshire,Portsmouth,Service with Minor Environmental Footprint,1-9,www.placework.studio
American College of Education,2019-09-30T07:13:04.823Z,Higher education,Education,United States,Indiana,Indianapolis,Service with Minor Environmental Footprint,50-249,www.ace.edu
"ST Consultores Inmobiliarios, S.L.",2022-07-15T15:10:59.781Z,Management  consultant - for-profits,Professional & technical services,Spain,Madrid,Madrid,Service with Minor Environmental Footprint,50-249,www.stconsultores.com
Cook Master,2019-09-23T12:54:44.415Z,Food products,Manufactured Goods,Argentina,Buenos Aires Province,Tigre,Manufacturing,250-999,https://cook-master.com.ar
Hub Australia,2021-11-26T02:14:29.308Z,Membership organizations,Other services,Australia,Victoria,Melbourne,Service with Significant Environmental Footprint,50-249,www.hubaustralia.com
TAO Kombucha,2021-03-12T22:34:10.497Z,Beverages,Manufactured Goods,Brazil,Rio Grande do Sul,Porto Alegre,Manufacturing,10-49,www.taokombucha.com
Oster Design,2022-11-17T16:25:23.868Z,Design & building,"Real estate, design & building",Brazil,Rio de Janeiro,Niterói,Service with Minor Environmental Footprint,0,osterdesign.com
MiHaven,2022-09-30T01:37:34.167Z,Contracting & building,"Real estate, design & building",Australia,Queensland,Parramatta Park,Service with Significant Environmental Footprint,10-49,www.mihaven.com.au
COCO+,2022-10-01T08:54:27.687Z,Mobile applications,"Information, communication & technology",United Kingdom,Somerset,Bristol,Service with Minor Environmental Footprint,10-49,www.mycoco.io
ANAIK,2022-09-19T15:30:20.214Z,Other/general wholesale trade,Wholesale,France,Hauts-de-France,Villeneuve d'Ascq,Wholesale/Retail,50-249,www.anaik.com
Too Good To Go ApS,2019-12-30T17:41:31.541Z,Mobile applications,"Information, communication & technology",Denmark,Capital Region of Denmark,København,Service with Minor Environmental Footprint,250-999,toogoodtogo.org
Win & Winnow Language Services,2019-02-18T00:00:00Z,"Other professional, scientific & tech",Professional & technical services,Argentina,Autonomous City Of Buenos Aires,Ciudad Autónoma de Buenos Aires,Service with Minor Environmental Footprint,10-49,www.winandwinnow.com
BBK/Door Vriendschap Sterker,2021-08-13T11:33:36.022Z,Social networks & info sharing,"Information, communication & technology",Netherlands The,Noord-Holland,Amsterdam,Service with Minor Environmental Footprint,10-49,www.doorvriendschapsterker.nl
TheRightChairs,2022-06-16T14:10:35.03Z,Furniture,Manufactured Goods,United States,New York,New York,Manufacturing,1-9,therightchairs.com
Wyse Real Estate Advisors,2022-07-18T11:28:06.532Z,Real estate development,"Real estate, design & building",United States,Oregon,Portland,Service with Minor Environmental Footprint,10-49,www.wyserea.com
"Native, a Public Benefit Corporation",2018-08-23T00:00:00Z,Other personal services,Other services,United States,Vermont,Burlington,Service with Minor Environmental Footprint,10-49,native.eco
Get Funky DBA Roadhouse Brewing Company,2018-06-29T00:00:00Z,Beverages,Manufactured Goods,United States,Wyoming,JACKSON HOLE,Manufacturing,10-49,roadhousebrewery.com/index.php
Ciele Athletics Inc,2022-09-23T03:57:18.834Z,Apparel,Retail,Canada,Quebec,Montreal,Wholesale/Retail,10-49,cieleathletics.com
Ocean Brands,2019-03-08T00:00:00Z,Food products,Wholesale,Canada,British Columbia,Richmond,Wholesale/Retail,10-49,oceanbrands.com
EdventureCo,2022-08-03T06:01:02.835Z,Education & training services,Education,Australia,New South Wales,North Sydney,Service with Minor Environmental Footprint,50-249,edventureco.com
Pukka Herbs,2019-03-28T00:00:00Z,Beverages,Retail,United Kingdom,Bath and North East Somerset,Keynsham,Wholesale/Retail,50-249,www.pukkaherbs.com
Sowco A/S,2019-09-26T10:18:27.349Z,Food products,Wholesale,Denmark,Capital Region of Denmark,Skovlunde,Wholesale/Retail,10-49,www.sowco.dk
RAW Travel,2023-02-19T14:35:20.308Z,Other recreation,"Arts, entertainment & recreation",Australia,Victoria,Mount Martha,Service with Minor Environmental Footprint,10-49,rawtravel.com
Frank Bold,2018-09-13T00:00:00Z,Legal activities,Professional & technical services,Czech Republic,Brno-City District,Brno,Service with Minor Environmental Footprint,10-49,en.frankbold.org
Haworth Tompkins,2022-11-10T21:32:45.177Z,Architecture design & planning,"Real estate, design & building",United Kingdom,London Borough of Camden,London,Service with Minor Environmental Footprint,50-249,www.haworthtompkins.com
Townshend Cellar Inc,2022-04-27T19:56:41.629Z,Agricultural Processing,"Agriculture, forestry & fishing",United States,Washington,Spokane,Agriculture/Growers,10-49,www.townshendcellar.com
Reitmeier,2018-01-22T00:00:00Z,Other personal services,Other services,United States,Oregon,Tualatin,Service with Significant Environmental Footprint,10-49,www.reitmeiernw.com
Sabai Design,2022-04-27T22:26:52.833Z,Furniture,Retail,United States,New York,New York,Wholesale/Retail,1-9,www.sabai.design
Paoli Smith Creative,2022-05-17T10:22:54.616Z,Advertising & market research,Professional & technical services,Australia,Victoria,Richmond,Service with Minor Environmental Footprint,10-49,www.paolismith.com.au
Bixbee,2022-05-27T19:52:54.474Z,Apparel,Retail,United States,Illinois,Chicago,Wholesale/Retail,1-9,bixbee.com/
Pentameter,2023-03-12T14:39:49.691Z,Management  consultant - for-profits,Professional & technical services,United Kingdom,Manchester,Manchester,Service with Minor Environmental Footprint,0,pentameter.co
"Omega Wealth Management, LLC",2023-02-15T07:20:30.292Z,Investment advising,Financial & insurance activities,United States,Virginia,Arlington,Service with Minor Environmental Footprint,1-9,www.omegawealthmanagement.com
